time,open,high,low,close
1751267040,40429.5,40434.5,40429.5,40434.5
1751267070,40432.5,40434.5,40432.5,40434.5
1751267100,40434.5,40434.5,40414.5,40419.5
1751267130,40417.5,40419.5,40414.5,40414.5
1751267160,40414.5,40414.5,40404.5,40407.5
1751267190,40409.5,40409.5,40392.5,40394.5
1751267220,40394.5,40399.5,40394.5,40394.5
1751267250,40397.5,40417.5,40397.5,40414.5
1751267280,40414.5,40424.5,40414.5,40419.5
1751267310,40422.5,40424.5,40419.5,40419.5
1751267340,40419.5,40419.5,40414.5,40419.5
1751267370,40422.5,40422.5,40419.5,40422.5
1751267400,40422.5,40424.5,40404.5,40409.5
1751267430,40404.5,40404.5,40389.5,40392.5
1751267460,40392.5,40399.5,40389.5,40394.5
1751267490,40392.5,40402.5,40392.5,40399.5
1751267520,40399.5,40404.5,40399.5,40402.5
1751267550,40404.5,40404.5,40394.5,40399.5
1751267580,40399.5,40399.5,40389.5,40392.5
1751267610,40389.5,40402.5,40389.5,40402.5
1751267640,40402.5,40404.5,40399.5,40402.5
1751267670,40404.5,40404.5,40394.5,40402.5
1751267700,40402.5,40404.5,40399.5,40402.5
1751267730,40399.5,40399.5,40397.5,40397.5
1751267760,40397.5,40402.5,40392.5,40399.5
1751267790,40402.5,40404.5,40399.5,40399.5
1751267820,40399.5,40402.5,40399.5,40402.5
1751267850,40399.5,40402.5,40394.5,40397.5
1751267880,40397.5,40407.5,40394.5,40404.5
1751267910,40402.5,40407.5,40399.5,40407.5
1751267940,40407.5,40409.5,40404.5,40409.5
1751267970,40407.5,40407.5,40402.5,40402.5
1751268000,40402.5,40402.5,40399.5,40399.5
1751268030,40402.5,40407.5,40402.5,40404.5
1751268060,40404.5,40409.5,40404.5,40404.5
1751268090,40407.5,40414.5,40407.5,40414.5
1751268120,40414.5,40414.5,40409.5,40414.5
1751268150,40409.5,40409.5,40409.5,40409.5
1751268180,40409.5,40412.5,40409.5,40409.5
1751268210,40404.5,40404.5,40402.5,40402.5
1751268240,40402.5,40404.5,40394.5,40399.5
1751268270,40402.5,40404.5,40399.5,40404.5
1751268300,40404.5,40404.5,40397.5,40402.5
1751268330,40404.5,40409.5,40402.5,40407.5
1751268360,40407.5,40407.5,40399.5,40402.5
1751268390,40404.5,40409.5,40402.5,40409.5
1751268420,40409.5,40424.5,40409.5,40424.5
1751268450,40422.5,40424.5,40422.5,40424.5
1751268510,40424.5,40424.5,40417.5,40422.5
1751268540,40422.5,40424.5,40417.5,40422.5
1751268570,40424.5,40424.5,40422.5,40424.5
1751268600,40424.5,40429.5,40422.5,40429.5
1751268630,40427.5,40429.5,40427.5,40429.5
1751268660,40429.5,40429.5,40419.5,40429.5
1751268690,40434.5,40434.5,40429.5,40429.5
1751268720,40429.5,40434.5,40429.5,40434.5
1751268750,40432.5,40434.5,40429.5,40434.5
1751268780,40434.5,40439.5,40434.5,40437.5
1751268810,40434.5,40437.5,40427.5,40427.5
1751268840,40427.5,40427.5,40419.5,40422.5
1751268870,40419.5,40419.5,40417.5,40419.5
