time,open,high,low,close,Volume
1751019900,40294.5,40299.5,40279.5,40297.5,NaN
1751020200,40297.5,40314.5,40294.5,40299.5,NaN
1751020500,40299.5,40299.5,40282.5,40297.5,NaN
1751020800,40297.5,40307.5,40284.5,40304.5,NaN
1751021100,40304.5,40309.5,40297.5,40297.5,NaN
1751021400,40297.5,40312.5,40294.5,40299.5,NaN
1751021700,40299.5,40304.5,40289.5,40294.5,NaN
1751022000,40294.5,40314.5,40289.5,40299.5,NaN
1751022300,40299.5,40299.5,40289.5,40297.5,NaN
1751022600,40297.5,40314.5,40297.5,40307.5,NaN
1751022900,40307.5,40337.5,40299.5,40329.5,NaN
1751023200,40329.5,40354.5,40329.5,40347.5,NaN
1751023500,40347.5,40359.5,40344.5,40352.5,NaN
1751023800,40352.5,40379.5,40349.5,40379.5,NaN
1751024100,40379.5,40404.5,40379.5,40399.5,NaN
1751024400,40399.5,40412.5,40399.5,40402.5,NaN
1751024700,40402.5,40407.5,40384.5,40389.5,NaN
1751025000,40389.5,40414.5,40389.5,40399.5,NaN
1751025300,40399.5,40414.5,40394.5,40409.5,NaN
1751025600,40409.5,40424.5,40389.5,40389.5,NaN
1751025900,40389.5,40394.5,40372.5,40379.5,NaN
1751026200,40379.5,40384.5,40369.5,40374.5,NaN
1751026500,40374.5,40377.5,40362.5,40362.5,NaN
1751026800,40362.5,40402.5,40354.5,40399.5,NaN
1751027100,40399.5,40404.5,40384.5,40384.5,NaN
1751027400,40384.5,40397.5,40322.5,40339.5,NaN
1751027700,40339.5,40374.5,40334.5,40354.5,NaN
1751028000,40354.5,40359.5,40324.5,40339.5,NaN
1751028300,40339.5,40359.5,40329.5,40334.5,NaN
1751028600,40334.5,40334.5,40309.5,40329.5,NaN
1751028900,40329.5,40349.5,40324.5,40339.5,NaN
1751029200,40339.5,40359.5,40332.5,40349.5,NaN
1751029500,40349.5,40364.5,40347.5,40354.5,NaN
1751029800,40354.5,40372.5,40354.5,40357.5,NaN
