time,open,high,low,close,Volume
1753254000,41168,41175,41115.5,41115.5,NaN
1753254300,41115.5,41132.5,41087.5,41090.5,NaN
1753254600,41090.5,41112.5,41065.5,41072.5,NaN
1753254900,41072.5,41087.5,41047.5,41077.5,NaN
1753255200,41077.5,41107.5,41070.5,41082.5,NaN
1753255500,41082.5,41097.5,41072.5,41097.5,NaN
1753255800,41097.5,41112.5,41062.5,41067.5,NaN
1753256100,41067.5,41075.5,41037.5,41042.5,NaN
1753256400,41042.5,41057.5,41037.5,41055.5,NaN
1753256700,41055.5,41067.5,41042.5,41042.5,NaN
1753257000,41042.5,41052.5,41035.5,41052.5,NaN
1753257300,41052.5,41095.5,41052.5,41092.5,NaN
1753257600,41092.5,41162.5,41087.5,41157.5,NaN
1753257900,41157.5,41167.5,41137.5,41155.5,NaN
1753258200,41155.5,41157.5,41132.5,41147.5,NaN
1753258500,41147.5,41162.5,41132.5,41157.5,NaN
1753258800,41157.5,41217.5,41152.5,41202.5,NaN
1753259100,41202.5,41217.5,41195.5,41207.5,NaN
1753259400,41207.5,41207.5,41175.5,41187.5,NaN
1753259700,41187.5,41212.5,41177.5,41202.5,NaN
1753260000,41202.5,41207.5,41177.5,41197.5,NaN
1753260300,41197.5,41222.5,41190.5,41200.5,NaN
1753260600,41200.5,41227.5,41190.5,41227.5,NaN
1753260900,41227.5,41272.5,41225.5,41262.5,NaN
1753261200,41262.5,41297.5,41257.5,41287.5,NaN
1753261500,41287.5,41347.5,41287.5,41320.5,NaN
1753261800,41320.5,41337.5,41310.5,41312.5,NaN
1753262100,41312.5,41342.5,41297.5,41320.5,NaN
1753262400,41320.5,41322.5,41297.5,41310.5,NaN
1753262700,41310.5,41312.5,41282.5,41282.5,NaN
1753263000,41282.5,41307.5,41277.5,41292.5,NaN
1753263300,41292.5,41322.5,41290.5,41292.5,NaN
1753263600,41292.5,41337.5,41292.5,41337.5,NaN
1753263900,41337.5,41340.5,41317.5,41322.5,NaN
1753264200,41322.5,41367.5,41317.5,41355.5,NaN
1753264500,41355.5,41365.5,41337.5,41350.5,NaN
1753264800,41350.5,41352.5,41290.5,41300.5,NaN
1753265100,41300.5,41302.5,41287.5,41297.5,NaN
1753265400,41297.5,41307.5,41287.5,41290.5,NaN
1753265700,41290.5,41290.5,41270.5,41272.5,NaN
1753266000,41272.5,41292.5,41267.5,41280.5,NaN
1753266300,41280.5,41292.5,41272.5,41277.5,NaN
1753266600,41277.5,41287.5,41267.5,41267.5,NaN
1753266900,41267.5,41282.5,41262.5,41282.5,NaN
1753267200,41282.5,41282.5,41270.5,41272.5,NaN
1753267500,41272.5,41272.5,41247.5,41247.5,NaN
1753267800,41247.5,41252.5,41222.5,41232.5,NaN
1753268100,41232.5,41232.5,41220.5,41222.5,NaN
1753268400,41222.5,41235.5,41197.5,41202.5,NaN
